lead_id,lead_need,lead_owner,lead_budget,lead_source,lead_industry,lead_location,lead_authority,lead_companysize,lead_last_contacted,lead_conversion_history,lead_score,Converted,lead_interactions,lead_behavior_score,lead_engagemen_tscore,lead_conversion_outcome,lead_conversion_attempts
20,Critical,AE 6,Medium,Inbound,Retail,AMER,Decision Maker,Mid-Market,2023-07-01,Failed,38,0,12,47,48,0,3
20,Standard,AE 2,Medium,Inbound,Finance,EMEA,Influencer,Small Business,2022-08-15,Failed,29,0,10,50,58,0,2
20,Urgent,AE 3,Low,Inbound,Finance,AMER,Recommender,Mid-Market,2023-08-01,Successful,75,1,10,50,61,0,2
20,Standard,AE 6,Medium,Inbound,Finance,Other,Influencer,Small Business,2022-11-15,Successful,46,0,10,52,68,1,1
20,Standard,AE 11,Medium,Inbound,Finance,APAC,Decision Maker,Small Business,2023-03-15,Successful,30,0,10,57,52,0,1
20,Standard,AE 6,Medium,Inbound,Finance,AMER,Influencer,Small Business,2022-08-15,Failed,60,1,11,68,59,0,1
20,Standard,AE 6,Medium,Outbound,Retail,AMER,Decision Maker,Small Business,2022-08-15,Successful,17,0,10,55,50,0,2
20,Urgent,AE 6,High,Inbound,Technology,EMEA,Decision Maker,Enterprise,2022-09-01,Failed,82,1,12,56,55,0,2
20,Standard,AE 4,High,Inbound,Finance,AMER,Decision Maker,Small Business,2022-09-01,Failed,65,1,11,55,75,0,2
20,Standard,AE 6,Medium,Inbound,Finance,EMEA,Influencer,Small Business,2023-05-15,Failed,75,1,10,49,62,0,1
20,Standard,AE 6,Medium,Inbound,Finance,EMEA,Influencer,Enterprise,2022-03-15,Successful,66,1,11,55,62,0,2
20,Urgent,AE 5,Medium,Inbound,Technology,EMEA,Decision Maker,Enterprise,2022-05-01,Failed,80,1,10,58,75,0,1
20,Urgent,AE 1,High,Inbound,Finance,APAC,Decision Maker,Enterprise,2023-01-01,Failed,60,1,13,50,55,1,2
20,Urgent,AE 6,High,Outbound,Technology,AMER,Decision Maker,Enterprise,2022-05-15,Failed,82,1,13,76,73,0,2
20,Urgent,AE 8,Low,Inbound,Healthcare,AMER,Decision Maker,Small Business,2022-07-01,Successful,75,1,15,55,78,0,2
20,Standard,AE 7,Medium,Inbound,Finance,EMEA,Influencer,Small Business,2022-09-01,Successful,42,0,12,64,68,0,2
20,Critical,AE 11,High,Inbound,Technology,EMEA,Decision Maker,Small Business,2022-10-01,Failed,70,1,12,72,70,1,1
20,Urgent,AE 6,Medium,Outbound,Retail,EMEA,Decision Maker,Enterprise,2022-08-15,"Successful, Failed",69,1,10,60,73,0,1
20,Standard,AE 4,Medium,Inbound,Technology,AMER,Influencer,Small Business,2023-02-01,Successful,84,1,10,50,55,1,2
20,Urgent,AE 1,High,Inbound,Healthcare,EMEA,Recommender,Enterprise,2022-10-01,Failed,65,1,13,68,63,1,2
20,Urgent,AE 5,High,Inbound,Technology,Other,Influencer,Enterprise,2022-05-01,Failed,34,0,13,48,62,0,2
20,Standard,AE 6,Medium,Inbound,Finance,EMEA,Decision Maker,Small Business,2023-04-15,Failed,60,1,10,66,62,0,1
20,Standard,AE 6,Medium,Outbound,Healthcare,APAC,Decision Maker,Small Business,2023-03-01,Failed,30,0,9,56,50,0,3
20,Standard,AE 2,Medium,Inbound,Finance,AMER,Influencer,Small Business,2022-10-15,Successful,25,0,8,55,50,1,1
20,Urgent,AE 5,Low,Outbound,Healthcare,AMER,Decision Maker,Enterprise,2023-04-01,Successful,76,1,14,55,70,1,3
20,Critical,AE9,Low,Inbound,Healthcare,APAC,Influencer,Small Business,2022-10-15,Successful,60,1,11,58,68,1,2
20,Standard,AE 5,Medium,Inbound,Finance,APAC,Decision Maker,Mid-Market,2023-06-15,Successful,37,0,10,55,68,0,1
20,Standard,AE 4,Medium,Drift,Retail,AMER,Decision Maker,Small Business,2022-10-15,Failed,16,0,9,50,46,1,2
20,Critical,AE 11,Low,Outbound,Technology,APAC,Recommender,Mid-Market,2022-06-01,Successful,75,1,14,65,75,0,3
20,Critical,AE 6,Medium,Inbound,Healthcare,EMEA,Recommender,Small Business,2022-12-01,Successful,51,1,12,55,68,1,2
20,Standard,AE 4,Medium,Outbound,Finance,AMER,Influencer,Small Business,2023-03-15,Successful,70,1,13,70,68,0,1
20,Standard,AE 2,Medium,Inbound,Finance,AMER,Influencer,Small Business,2022-09-15,Successful,65,1,9,50,52,1,1
20,Standard,AE 6,Medium,Drift,Finance,APAC,Decision Maker,Small Business,2022-11-15,Successful,70,1,10,66,48,1,1
20,Critical,AE 6,Low,Inbound,Healthcare,EMEA,Recommender,Small Business,2022-08-15,Failed,65,1,13,75,74,1,2
20,Critical,AE 7,Low,Inbound,Healthcare,EMEA,Recommender,Mid-Market,2023-04-01,Successful,60,1,11,68,59,1,2
20,Standard,AE 5,Medium,Inbound,Finance,EMEA,Influencer,Small Business,2022-11-15,Successful,53,1,9,55,55,1,2
20,Standard,AE 4,Medium,Inbound,Finance,APAC,Influencer,Small Business,2022-06-15,Successful,60,1,8,50,50,1,1
20,Standard,AE 5,Medium,Inbound,Retail,EMEA,Decision Maker,Mid-Market,2023-06-01,Successful,58,1,11,58,74,1,2
20,Standard,AE 4,Medium,Inbound,Finance,AMER,Influencer,Small Business,2022-10-01,Failed,65,1,10,58,65,0,2
20,Standard,AE 6,Medium,Inbound,Healthcare,EMEA,Influencer,Small Business,2022-06-15,Successful,65,1,10,59,60,0,2
20,Standard,AE 6,Medium,Inbound,Retail,EMEA,Decision Maker,Small Business,2022-09-15,Successful,60,1,8,58,55,0,1
20,Critical,AE 6,Low,Inbound,Healthcare,APAC,Decision Maker,Mid-Market,2023-01-01,Failed,41,0,14,58,73,1,2
20,Critical,AE 3,Medium,Inbound,Retail,APAC,Influencer,Small Business,2022-06-01,Failed,60,1,12,55,62,1,2
20,Urgent,AE 4,Medium,Inbound,Finance,APAC,Recommender,Small Business,2023-02-01,Failed,58,1,9,55,67,0,1
20,Standard,AE 6,High,Inbound,Finance,Other,Decision Maker,Small Business,2022-11-01,Successful,60,1,12,62,50,1,2
20,Standard,AE 6,Medium,Inbound,Retail,AMER,Decision Maker,Small Business,2023-03-15,Successful,47,0,13,55,47,0,2
20,Urgent,AE 6,High,Inbound,Technology,EMEA,Decision Maker,Enterprise,2023-03-01,Failed,60,1,12,72,70,0,2
20,Standard,AE 2,Medium,Inbound,Finance,EMEA,Influencer,Small Business,2023-08-15,Failed,10,0,11,70,72,0,2
20,Standard,AE 2,Medium,Inbound,Retail,EMEA,Decision Maker,Small Business,2023-02-01,Failed,65,1,9,69,50,0,2
20,Standard,AE 6,High,Inbound,Healthcare,AMER,Recommender,Enterprise,2022-05-01,Failed,77,1,11,75,68,0,2
20,Urgent,AE 3,High,Inbound,Technology,EMEA,Decision Maker,Enterprise,2022-01-01,Successful,83,1,12,48,58,0,1
20,Standard,AE 1,High,Inbound,Healthcare,AMER,Decision Maker,Enterprise,2022-12-01,Successful,43,0,11,72,75,1,2
20,Critical,AE 8,High,Inbound,Finance,EMEA,Recommender,Mid-Market,2022-06-01,Successful,75,1,12,68,70,1,2
20,Standard,AE 6,Medium,Inbound,Finance,APAC,Decision Maker,Small Business,2022-05-01,Successful,65,1,11,48,75,0,2
20,Standard,AE 1,Low,Inbound,Retail,EMEA,Influencer,Mid-Market,2022-04-01,Successful,57,1,10,58,52,1,2
20,Urgent,AE 4,Medium,Inbound,Finance,EMEA,Influencer,Small Business,2022-08-01,Successful,70,1,9,70,63,0,2
20,Urgent,AE 6,Medium,Inbound,Healthcare,APAC,Decision Maker,Enterprise,2022-12-15,Failed,65,1,13,67,72,1,1
20,Urgent,AE 6,Medium,Inbound,Retail,EMEA,Decision Maker,Small Business,2023-02-01,Failed,20,0,10,46,49,0,2
20,Standard,AE 4,Medium,Inbound,Finance,EMEA,Influencer,Small Business,2023-03-15,Failed,67,1,9,67,55,0,2
20,Standard,AE 11,Medium,Inbound,Finance,APAC,Influencer,Small Business,2022-09-01,"Successful, Failed",59,1,14,70,62,1,1
20,Standard,AE 2,Medium,Employee Referral,Finance,EMEA,Influencer,Small Business,2023-01-01,Successful,32,0,14,59,70,1,2
20,Critical,AE 6,Medium,Inbound,Retail,EMEA,Recommender,Mid-Market,2022-07-01,Failed,20,0,10,48,50,1,2
20,Urgent,AE 6,High,Inbound,Finance,EMEA,Decision Maker,Enterprise,2023-03-01,Failed,80,1,15,71,54,1,2
20,Critical,AE 8,Low,Outbound,Finance,EMEA,Recommender,Small Business,2022-06-01,Successful,70,1,14,46,74,1,2
20,Urgent,AE 5,High,Inbound,Technology,APAC,Decision Maker,Enterprise,2023-01-01,Failed,75,1,12,69,62,0,2
20,Standard,AE 4,High,Inbound,Retail,AMER,Decision Maker,Small Business,2023-06-15,Failed,62,1,11,52,61,0,2
20,Standard,AE 4,Medium,Inbound,Retail,EMEA,Decision Maker,Small Business,2023-06-15,Successful,55,1,9,50,51,0,2
20,Standard,AE 6,Medium,Inbound,Finance,EMEA,Influencer,Small Business,2023-05-15,Successful,75,1,10,58,75,1,1
20,Standard,AE 3,Medium,Inbound,Retail,AMER,Decision Maker,Small Business,2022-12-01,Successful,30,0,9,60,60,1,2
20,Standard,AE 4,Medium,Partner Referral,Finance,EMEA,Decision Maker,Small Business,2023-03-15,Successful,10,0,11,50,61,1,2
20,Standard,AE 4,Medium,Inbound,Finance,APAC,Influencer,Small Business,2023-01-15,Successful,57,1,10,46,48,1,2
20,Standard,AE 7,Medium,Employee Referral,Retail,EMEA,Decision Maker,Mid-Market,2022-05-15,Failed,25,0,9,50,58,0,1
20,Standard,AE 7,Medium,Inbound,Finance,AMER,Influencer,Small Business,2023-05-15,Successful,72,1,13,55,70,0,1
20,Critical,AE 5,High,Outbound,Healthcare,AMER,Recommender,Enterprise,2023-03-01,Failed,60,1,14,68,75,0,2
20,Standard,AE 6,High,Outbound,Finance,APAC,Decision Maker,Enterprise,2022-08-15,Failed,75,1,10,63,62,0,2
20,Standard,AE 6,Medium,Inbound,Retail,APAC,Decision Maker,Small Business,2023-03-15,Failed,25,0,12,55,52,0,1
20,Urgent,AE 3,High,Drift,Healthcare,AMER,Decision Maker,Mid-Market,2022-08-01,Successful,75,1,13,68,78,1,2
20,Urgent,AE 8,High,Inbound,Technology,EMEA,Influencer,Enterprise,2022-07-15,Successful,80,1,10,58,68,0,1
20,Urgent,AE 4,Medium,Inbound,Finance,AMER,Influencer,Small Business,2022-12-15,Successful,25,0,9,58,59,1,1
20,Critical,AE 5,Low,Partner Referral,Healthcare,EMEA,Decision Maker,Enterprise,2023-06-15,Successful,75,1,10,74,55,0,2
20,Urgent,AE 5,High,Inbound,Technology,EMEA,Decision Maker,Enterprise,2022-09-01,Successful,69,1,10,58,68,0,1
20,Standard,AE 6,Medium,Inbound,Finance,APAC,Decision Maker,Small Business,2022-11-15,Failed,36,0,12,64,50,0,2
20,Urgent,AE 6,High,Inbound,Technology,EMEA,Decision Maker,Enterprise,2023-08-15,Failed,65,1,11,55,68,1,1
20,Urgent,AE 4,High,Inbound,Technology,Other,Decision Maker,Enterprise,2022-05-01,"Successful, Failed",90,1,10,75,75,0,2
20,Standard,AE 6,Medium,Inbound,Finance,EMEA,Influencer,Small Business,2023-02-01,Successful,70,1,11,58,71,0,1
20,Standard,AE 6,Medium,Inbound,Finance,APAC,Decision Maker,Small Business,2022-05-01,Failed,60,1,9,55,58,0,1
20,Critical,AE 7,Low,Inbound,Retail,EMEA,Recommender,Mid-Market,2022-03-01,Successful,60,1,10,50,78,1,2
20,Standard,AE 4,Medium,Inbound,Retail,Other,Decision Maker,Small Business,2022-08-15,Successful,60,1,10,50,55,0,2
20,Standard,AE 7,Medium,Inbound,Retail,EMEA,Influencer,Small Business,2022-03-01,"Successful, Failed",77,1,10,75,61,1,1
20,Urgent,AE 5,High,Inbound,Technology,EMEA,Decision Maker,Small Business,2023-05-01,Failed,70,1,10,65,61,0,1
20,Urgent,AE 4,High,Inbound,Technology,APAC,Decision Maker,Enterprise,2022-06-15,Successful,74,1,14,72,58,0,2
20,Standard,AE 6,Medium,Outbound,Retail,Other,Decision Maker,Small Business,2022-07-15,Failed,10,0,9,70,64,0,2
20,Standard,AE 6,Medium,Outbound,Retail,AMER,Influencer,Small Business,2022-07-15,Failed,13,0,10,50,56,1,2
20,Urgent,AE 11,High,Inbound,Technology,EMEA,Decision Maker,Enterprise,2022-11-01,Failed,60,1,15,72,65,0,1
20,Standard,AE 4,Medium,Inbound,Finance,EMEA,Recommender,Small Business,2022-08-01,Successful,42,0,10,67,60,1,1
20,Urgent,AE 4,Low,Inbound,Healthcare,EMEA,Recommender,Small Business,2022-10-01,Failed,30,0,12,73,59,0,2
20,Standard,AE 6,High,Inbound,Technology,EMEA,Decision Maker,Small Business,2023-05-01,Successful,75,1,11,55,50,0,2
20,Urgent,AE 2,High,Inbound,Retail,EMEA,Decision Maker,Enterprise,2023-04-01,Failed,66,1,14,72,75,1,2
20,Urgent,AE 3,Low,Inbound,Healthcare,Other,Recommender,Small Business,2022-10-01,Failed,75,1,13,72,62,0,2
20,Urgent,AE 5,High,Inbound,Technology,APAC,Influencer,Small Business,2022-02-15,Failed,38,0,13,55,68,1,2
20,Urgent,AE 5,High,Inbound,Retail,EMEA,Influencer,Enterprise,2022-01-01,Successful,60,1,14,68,53,1,2
20,Urgent,AE 5,High,Inbound,Technology,AMER,Decision Maker,Enterprise,2023-08-01,Failed,75,1,10,70,61,0,1
20,Standard,AE 6,Medium,Inbound,Healthcare,EMEA,Decision Maker,Small Business,2022-10-15,Successful,20,0,13,66,70,0,2
20,Standard,AE 3,Medium,Inbound,Retail,AMER,Decision Maker,Mid-Market,2023-03-15,Failed,44,0,11,50,65,1,2
20,Critical,AE 5,Medium,Outbound,Healthcare,EMEA,Influencer,Mid-Market,2023-01-01,Failed,65,1,12,58,72,1,1
20,Critical,AE 3,Low,Employee Referral,Retail,EMEA,Recommender,Mid-Market,2022-10-01,Successful,75,1,14,73,76,1,3
20,Urgent,AE 3,High,Inbound,Technology,APAC,Decision Maker,Mid-Market,2022-09-01,Successful,79,1,13,76,75,1,2
20,Standard,AE 7,High,Inbound,Finance,EMEA,Influencer,Small Business,2023-03-15,Successful,60,1,10,55,55,0,2
20,Urgent,AE 8,High,Inbound,Technology,Other,Decision Maker,Enterprise,2022-07-01,Successful,80,1,11,72,67,1,2
20,Standard,AE 4,Medium,Outbound,Finance,AMER,Influencer,Small Business,2023-08-15,Successful,59,1,9,70,56,0,2
20,Critical,AE9,Low,Inbound,Healthcare,APAC,Recommender,Mid-Market,2022-05-01,Successful,70,1,12,70,58,1,2
20,Urgent,AE 6,High,Inbound,Healthcare,APAC,Decision Maker,Enterprise,2023-02-15,Successful,68,1,12,53,70,1,2
20,Standard,AE 6,Medium,Inbound,Finance,APAC,Decision Maker,Small Business,2022-08-15,Failed,60,1,8,58,68,0,1
20,Urgent,AE 6,High,Inbound,Healthcare,APAC,Decision Maker,Enterprise,2022-06-15,Failed,60,1,14,64,68,0,2
20,Critical,AE 1,High,Inbound,Healthcare,AMER,Recommender,Mid-Market,2022-10-01,Successful,65,1,13,65,68,1,2
20,Critical,AE 1,Low,Inbound,Healthcare,AMER,Recommender,Mid-Market,2023-04-01,Successful,42,0,13,61,59,1,3
20,Urgent,AE 5,High,Partner Referral,Finance,APAC,Influencer,Small Business,2023-03-15,Failed,26,0,10,71,74,0,2
20,Standard,AE 6,Medium,Inbound,Technology,EMEA,Influencer,Small Business,2022-07-01,"Successful, Failed",60,1,13,70,59,1,1
20,Standard,AE 5,Medium,Inbound,Technology,EMEA,Decision Maker,Enterprise,2023-06-15,Failed,34,0,10,60,67,0,2
20,Standard,AE 6,Medium,Inbound,Finance,EMEA,Influencer,Small Business,2022-11-15,Successful,57,1,10,57,48,0,1
20,Standard,AE 7,Medium,Inbound,Retail,EMEA,Influencer,Small Business,2022-08-15,Failed,25,0,12,54,63,0,2
20,Standard,AE 7,High,Inbound,Technology,EMEA,Decision Maker,Enterprise,2022-09-15,Failed,65,1,14,72,74,0,2
20,Standard,AE 4,Medium,Inbound,Retail,APAC,Influencer,Small Business,2022-07-01,Successful,30,0,10,49,50,1,1
20,Standard,AE 4,Medium,Outbound,Retail,EMEA,Decision Maker,Small Business,2022-11-15,Failed,30,0,10,55,54,0,2
20,Urgent,AE 2,Low,Outbound,Technology,AMER,Decision Maker,Small Business,2022-09-15,Failed,75,1,14,58,74,0,2
20,Standard,AE 4,Medium,Outbound,Finance,AMER,Influencer,Small Business,2023-08-15,Failed,75,1,10,60,73,0,2
20,Urgent,AE 4,Medium,Inbound,Retail,EMEA,Decision Maker,Small Business,2022-08-15,Failed,70,1,11,47,55,0,2
20,Standard,AE 6,Medium,Inbound,Finance,AMER,Decision Maker,Small Business,2022-08-15,Failed,30,0,11,55,68,0,1
20,Urgent,AE9,Low,Inbound,Healthcare,APAC,Recommender,Mid-Market,2023-08-15,Successful,76,1,15,71,71,0,2
20,Standard,AE 6,Medium,Partner Referral,Finance,AMER,Decision Maker,Mid-Market,2022-09-15,Successful,28,0,9,70,50,0,2
20,Urgent,AE 8,High,Inbound,Technology,EMEA,Decision Maker,Mid-Market,2022-07-01,Successful,75,1,13,76,78,1,2
20,Standard,AE 5,Medium,Inbound,Finance,EMEA,Influencer,Small Business,2023-08-01,Successful,71,1,8,72,51,0,1
20,Standard,AE 6,Medium,Inbound,Retail,AMER,Decision Maker,Small Business,2022-10-15,Failed,60,1,11,45,50,0,2
20,Critical,AE 6,High,Inbound,Technology,EMEA,Recommender,Small Business,2023-02-01,Failed,56,1,11,59,65,0,2
20,Urgent,AE 5,High,Inbound,Technology,EMEA,Influencer,Enterprise,2022-09-15,Failed,75,1,10,70,67,0,1
20,Standard,AE 6,Medium,Inbound,Retail,EMEA,Influencer,Small Business,2023-06-15,Successful,57,1,10,50,49,0,1
20,Urgent,AE 8,High,Inbound,Finance,Other,Decision Maker,Enterprise,2023-02-01,Successful,65,1,14,59,77,1,2
20,Urgent,AE 6,High,Inbound,Technology,EMEA,Influencer,Small Business,2023-02-01,Successful,41,0,10,70,62,0,2
20,Standard,AE 6,Medium,Inbound,Technology,APAC,Decision Maker,Small Business,2023-08-15,Successful,10,0,11,48,58,1,2
20,Critical,AE 3,Low,Inbound,Healthcare,EMEA,Recommender,Mid-Market,2022-10-01,Successful,82,1,15,75,68,1,3
20,Standard,AE 6,High,Inbound,Healthcare,EMEA,Decision Maker,Enterprise,2023-05-15,Failed,70,1,13,58,73,0,2
20,Standard,AE 4,Medium,Inbound,Finance,AMER,Decision Maker,Small Business,2022-09-15,Successful,65,1,10,55,55,1,1
20,Standard,AE 6,High,Inbound,Technology,EMEA,Decision Maker,Enterprise,2022-08-15,Successful,50,0,13,72,68,1,1
20,Urgent,AE 6,Low,Outbound,Healthcare,EMEA,Influencer,Mid-Market,2023-06-01,"Successful, Failed",72,1,10,55,66,0,3
20,Standard,AE9,Medium,Inbound,Healthcare,EMEA,Decision Maker,Small Business,2023-06-15,Failed,25,0,11,54,68,0,2
20,Standard,AE 8,Medium,Inbound,Finance,EMEA,Influencer,Small Business,2022-09-15,Successful,75,1,11,54,57,1,2
20,Standard,AE 6,High,Employee Referral,Technology,EMEA,Recommender,Enterprise,2022-05-01,Failed,70,1,12,53,64,0,1
20,Urgent,AE 1,High,Inbound,Technology,AMER,Decision Maker,Enterprise,2023-06-15,Failed,23,0,12,48,68,0,2
21,Critical,AE 6,Medium,Inbound,Healthcare,APAC,Decision Maker,Enterprise,2022-06-01,Successful,60,1,13,69,77,1,3
21,Standard,AE 6,Low,Inbound,Finance,APAC,Decision Maker,Small Business,2022-10-15,Successful,47,0,9,50,55,1,2
21,Urgent,AE 5,High,Inbound,Healthcare,EMEA,Recommender,Enterprise,2022-03-15,Successful,70,1,15,69,74,1,2
21,Standard,AE 6,Medium,Inbound,Finance,EMEA,Influencer,Enterprise,2023-02-15,Failed,45,0,13,52,64,0,1
21,Urgent,AE 5,High,Inbound,Technology,EMEA,Decision Maker,Enterprise,2022-07-01,Successful,55,1,13,74,75,0,1
21,Critical,AE 11,Low,Inbound,Healthcare,EMEA,Recommender,Small Business,2022-10-01,Successful,70,1,13,68,68,1,2
21,Urgent,AE 8,High,Inbound,Technology,EMEA,Decision Maker,Mid-Market,2022-06-01,Failed,75,1,13,74,70,0,2
21,Critical,AE 5,High,Inbound,Healthcare,EMEA,Decision Maker,Enterprise,2022-07-01,Successful,70,1,11,66,73,0,2
21,Standard,AE 6,Medium,Inbound,Retail,AMER,Decision Maker,Small Business,2023-08-15,Failed,70,1,11,58,55,0,2
21,Standard,AE 6,Medium,Inbound,Finance,APAC,Decision Maker,Small Business,2022-05-15,Successful,47,0,8,47,46,0,1
21,Urgent,AE 3,High,Inbound,Healthcare,APAC,Decision Maker,Mid-Market,2023-08-01,Successful,17,0,14,76,75,1,2
21,Critical,AE 6,Medium,Inbound,Healthcare,Other,Influencer,Small Business,2022-07-15,Successful,75,1,11,61,75,0,1
21,Standard,AE 4,Medium,Inbound,Retail,AMER,Decision Maker,Small Business,2022-03-15,Successful,37,0,10,53,52,1,2
21,Urgent,AE 6,High,Inbound,Technology,AMER,Decision Maker,Enterprise,2022-01-01,Failed,29,0,11,58,58,0,2
21,Standard,AE 6,Medium,Outbound,Retail,APAC,Influencer,Small Business,2022-12-15,Failed,45,0,10,64,50,0,2
21,Standard,AE 6,Medium,Inbound,Retail,EMEA,Decision Maker,Small Business,2022-06-15,Failed,40,0,10,55,49,1,2
21,Standard,AE 4,Medium,Outbound,Retail,EMEA,Decision Maker,Small Business,2022-08-15,Failed,56,1,8,50,48,0,1
21,Urgent,AE 6,High,Inbound,Technology,EMEA,Recommender,Enterprise,2022-08-15,Successful,76,1,14,66,55,1,2
21,Standard,AE 5,Medium,Inbound,Retail,AMER,Decision Maker,Enterprise,2022-12-15,Successful,55,1,8,55,51,0,2
21,Standard,AE 4,Medium,Inbound,Retail,EMEA,Decision Maker,Small Business,2022-05-15,Failed,28,0,10,50,57,0,2
21,Critical,AE 5,High,Inbound,Finance,APAC,Decision Maker,Enterprise,2022-05-01,Failed,75,1,13,65,68,1,2
21,Urgent,AE 5,High,Inbound,Healthcare,AMER,Decision Maker,Enterprise,2023-05-01,Failed,64,1,10,63,68,0,2
21,Critical,AE 3,Low,Inbound,Healthcare,EMEA,Decision Maker,Mid-Market,2022-05-15,Successful,75,1,13,50,65,0,2
21,Standard,AE 3,Medium,Inbound,Retail,APAC,Decision Maker,Enterprise,2022-02-01,Failed,65,1,15,58,55,1,2
21,Urgent,AE 1,High,Inbound,Technology,AMER,Decision Maker,Mid-Market,2023-03-01,Successful,70,1,14,61,75,1,2
21,Standard,AE 4,Medium,Inbound,Retail,AMER,Decision Maker,Small Business,2023-06-15,Successful,57,1,14,68,58,0,2
21,Urgent,AE 6,High,Inbound,Technology,Other,Influencer,Enterprise,2022-11-01,"Successful, Failed",70,1,10,58,61,0,1
21,Critical,AE 5,Medium,Inbound,Technology,APAC,Influencer,Small Business,2022-07-01,Successful,65,1,12,64,68,1,2
21,Standard,AE 8,High,Inbound,Finance,EMEA,Decision Maker,Small Business,2022-09-15,Failed,60,1,13,50,45,0,2
21,Critical,AE 5,Medium,Inbound,Finance,APAC,Influencer,Small Business,2023-08-15,Failed,30,0,9,68,59,0,2
21,Standard,AE 6,Medium,Inbound,Healthcare,EMEA,Recommender,Small Business,2022-02-01,Failed,72,1,10,52,72,0,2
21,Standard,AE 6,Medium,Customer Referral,Retail,APAC,Influencer,Small Business,2022-05-15,"Successful, Failed",42,0,10,59,57,0,2
21,Standard,AE 5,High,Inbound,Healthcare,EMEA,Decision Maker,Enterprise,2023-05-15,Successful,60,1,12,72,65,0,2
21,Urgent,AE 5,High,Inbound,Technology,APAC,Decision Maker,Small Business,2022-07-15,Successful,70,1,9,50,75,0,2
21,Standard,AE 6,Medium,Outbound,Finance,AMER,Decision Maker,Small Business,2022-10-15,Successful,28,0,11,56,62,0,2
21,Urgent,AE 11,Medium,Inbound,Technology,AMER,Decision Maker,Small Business,2022-06-15,Successful,70,1,10,72,68,1,1
21,Standard,AE 6,Medium,Inbound,Retail,APAC,Decision Maker,Small Business,2023-02-01,Failed,25,0,13,67,62,0,2
21,Standard,AE 4,Medium,Inbound,Finance,AMER,Influencer,Small Business,2022-12-15,Failed,30,0,11,49,50,0,1
21,Standard,AE 11,Medium,Inbound,Finance,EMEA,Decision Maker,Mid-Market,2022-10-15,Failed,65,1,9,50,68,0,3
21,Critical,AE 3,Low,Inbound,Healthcare,EMEA,Recommender,Mid-Market,2022-02-01,Failed,65,1,15,70,79,0,2
21,Standard,AE 4,Medium,Inbound,Finance,AMER,Decision Maker,Enterprise,2023-03-15,Successful,65,1,9,66,51,1,2
21,Critical,AE 6,High,Inbound,Technology,APAC,Decision Maker,Enterprise,2022-02-01,Successful,75,1,10,75,58,0,2
21,Standard,AE 4,Low,Partner Referral,Healthcare,APAC,Recommender,Mid-Market,2022-10-01,Successful,60,1,10,55,75,1,2
21,Urgent,AE 6,High,Inbound,Technology,EMEA,Decision Maker,Enterprise,2022-11-01,Failed,59,1,13,53,63,0,2
21,Urgent,AE 5,High,Inbound,Finance,EMEA,Influencer,Small Business,2022-10-15,Successful,60,1,10,70,69,1,2
21,Urgent,AE 1,High,Inbound,Healthcare,AMER,Decision Maker,Small Business,2022-03-15,Successful,60,1,11,62,73,1,2
21,Standard,AE 7,Medium,Inbound,Technology,EMEA,Decision Maker,Small Business,2022-08-15,"Successful, Failed",28,0,13,56,75,0,1
21,Critical,AE 2,High,Partner Referral,Technology,EMEA,Recommender,Small Business,2023-06-01,Successful,74,1,10,58,74,0,2
21,Standard,AE 8,Medium,Inbound,Finance,EMEA,Decision Maker,Small Business,2022-04-15,"Successful, Failed",14,0,9,46,55,1,2
21,Critical,AE 3,Low,Inbound,Healthcare,AMER,Recommender,Mid-Market,2022-02-01,Successful,85,1,15,55,75,1,3
21,Urgent,AE 5,High,Inbound,Technology,AMER,Decision Maker,Enterprise,2022-09-01,Successful,60,1,9,71,78,1,2
21,Standard,AE 6,Medium,Inbound,Finance,APAC,Decision Maker,Small Business,2023-06-15,Failed,25,0,10,55,48,0,1
21,Urgent,AE 6,High,Inbound,Healthcare,APAC,Decision Maker,Enterprise,2023-06-15,"Successful, Failed",59,1,12,72,75,1,2
21,Standard,AE 4,Medium,Inbound,Technology,AMER,Decision Maker,Mid-Market,2022-10-15,Successful,48,0,11,61,61,1,2
21,Critical,AE 8,Medium,Inbound,Retail,EMEA,Decision Maker,Small Business,2023-08-15,"Successful, Failed",55,1,10,62,55,1,1
21,Urgent,AE 8,High,Inbound,Retail,EMEA,Decision Maker,Enterprise,2023-05-01,Successful,60,1,12,55,70,1,2
21,Urgent,AE 5,High,Inbound,Healthcare,Other,Decision Maker,Enterprise,2022-10-01,Successful,77,1,10,70,68,0,2
21,Urgent,AE 6,High,Inbound,Healthcare,APAC,Decision Maker,Small Business,2022-03-01,Failed,75,1,10,58,64,0,2
21,Standard,AE 4,Medium,Outbound,Finance,APAC,Influencer,Enterprise,2022-05-15,Failed,52,1,9,55,70,0,1
21,Urgent,AE 8,Low,Inbound,Technology,EMEA,Decision Maker,Small Business,2022-10-01,"Successful, Failed",71,1,10,70,60,1,2
21,Standard,AE 2,Medium,Outbound,Finance,AMER,Decision Maker,Small Business,2022-12-15,Failed,62,1,13,50,52,0,2
21,Standard,AE 4,Medium,Customer Referral,Finance,EMEA,Influencer,Enterprise,2022-09-01,Successful,75,1,11,58,54,0,1
21,Standard,AE 5,High,Inbound,Retail,EMEA,Decision Maker,Small Business,2022-06-15,Successful,68,1,10,55,70,0,1
